1 ALLEN STREET,Unspecified,Unknown,Unknown
541 WEST 204 STREET,Unspecified,1006112,253950
541 WEST 211 STREET,Unspecified,1006716,255427
542 9 AVENUE,14,986017,215090
542 WEST 22 STREET,10,982554,211658
543 WEST 158 STREET,33,1000077,243135
543 WEST 158 STREET,33,1000077,243135
543 WEST 159 STREET,33,1000203,243365
543 WEST 187 STREET,34,1003649,249910
543 WEST 211 STREET,34,1006709,255431
545 ACADEMY STREET,34,1005585,253708
545 EAST 5 STREET,9,988873,203201
545 EAST 73 STREET,19,997766,218618
545 EAST 73 STREET,19,997766,218618
545 WEST 125 STREET,26,996063,236058
545 WEST 145 STREET,30,998400,240134
545 WEST 162 STREET,33,1000541,244070
546 ISHAM STREET,34,1006651,255136
546 WEST 160 STREET,33,1000304,243597
546 WEST 180 STREET,34,1002706,248313
547 AVENUE OF THE AMERICAS,13,985224,208098
547 WEST 159 STREET,33,1000181,243377
547 WEST 180 STREET,34,1002721,248311
547 WEST 186 STREET,34,1003488,249676
548 WEST 22 STREET,10,982525,211674
548 WEST 53 STREET,18,986406,218828
549 ISHAM STREET,34,1006641,255170
549 WEST 180 STREET,34,1002713,248315
55 AVENUE D,9,990497,202229
55 AVENUE D,9,990497,202229
55 DELANCEY STREET,5,986698,201388
55 EAST 124 STREET,25,1000679,232515
55 LENOX AVENUE,28,997758,230719
55 LUDLOW STREET,7,986990,200379
55 WEST 84 STREET,20,992056,225138
550 MANHATTAN AVENUE,28,997124,234230
550 WEST 126 STREET,26,996131,236465
550 WEST 126 STREET,26,996131,236465
550 WEST 126 STREET,Unspecified,Unknown,Unknown
550 WEST 153 STREET,30,999382,241983
550 WEST 153 STREET,30,999382,241983
550 WEST 155 STREET,30,999643,242455
550 WEST 156 STREET,33,999776,242701
550 WEST 157 STREET,Unspecified,Unknown,Unknown
550 WEST 161 STREET,33,1000408,243837
550 WEST 172 STREET,33,1001706,246427
550 WEST 174 STREET,33,1001965,246895
550 WEST 21 STREET,10,982410,211444
550 WEST 21 STREET,10,982410,211444
551 EAST 12 STREET,9,989754,204725
551 EAST 12 STREET,9,989754,204725
551 WEST 159 STREET,33,1000160,243389
551 WEST 174 STREET,33,1001968,246900
551 WEST 182 STREET,34,1002983,248771
551 WEST 184 STREET,34,1003224,249209
551 WEST 185 STREET,34,1003354,249423
552 ACADEMY STREET,34,1005565,253736
552 LA GUARDIA PLACE,Unspecified,984733,204831
552 WEST 158 STREET,33,1000020,243160
552 WEST 158 STREET,33,1000020,243160
552 WEST 158 STREET,Unspecified,Unknown,Unknown
553 WEST 159 STREET,Unspecified,Unknown,Unknown
553 WEST 207 STREET,34,1006331,254824
554 FORT WASHINGTON AVENUE,Unspecified,Unknown,Unknown
554 FT WASHINGTON AVENUE,Unspecified,Unknown,Unknown
554 WEST 126 STREET,26,996114,236493
554 WEST 50 STREET,18,986063,218124
555 6 AVENUE,13,985291,208219
555 COLUMBUS AVENUE,24,992062,226003
555 WEST 160 STREET,33,1000263,243627
555 WEST 170 STREET,33,1001436,245994
555 WEST 171 STREET,33,1001560,246228
555 WEST 171 STREET,33,1001560,246228
555 WEST 171 STREET,33,1001560,246228
555 WEST 207 STREET,34,1006323,254840
555 WEST 207 STREET,34,1006323,254840
556 RIVERSIDE DRIVE,26,995123,236886
556 WEST 140 STREET,30,997575,239076
556 WEST 158 STREET,33,999998,243172
556 WEST 191 STREET,34,1004015,250890
557 BROADWAY,1,984766,202989
557 WEST 125 STREET,26,996001,236152
557 WEST 159 STREET,Unspecified,Unknown,Unknown
557 WEST 207 STREET,34,1006316,254857
558 WEST 161 STREET,33,1000365,243861
558 WEST 180 STREET,34,1002658,248339
558 WEST 21 STREET,10,982374,211464
559 WEST 159 STREET,33,1000116,243413
559 WEST 161 STREET,33,1000368,243867
559 WEST 172 STREET,33,1001662,246458
559 WEST 180 STREET,34,1002671,248339
559 WEST 184 STREET,Unspecified,Unknown,Unknown
559 WEST 185 STREET,Unspecified,Unknown,Unknown
559 WEST 186 STREET,34,1003436,249705
56 HESTER STREET,7,986810,200079
56 LUDLOW STREET,7,986997,200381
56 MARKET STREET,Unspecified,Unknown,Unknown
56 PIKE STREET,5,986373,198630
56 PRINCE STREET,5,985288,202898
56 RIVINGTON STREET,5,986903,201851
56 WEST 119 STREET,28,998990,231949
56 WEST 125 STREET,28,999761,233340
560 RIVERSIDE DRIVE,26,995111,236933
560 WEST 163 STREET,Unspecified,Unknown,Unknown
560 WEST 169 STREET,33,1001265,245799
560 WEST 181 STREET,34,1002796,248595
560 WEST 193 STREET,Unspecified,Unknown,Unknown
561 WEST 152 STREET,30,999204,241792
561 WEST 157 STREET,Unspecified,Unknown,Unknown
561 WEST 180 STREET,Unspecified,Unknown,Unknown
563 WEST 139 STREET,30,997401,238883
563 WEST 184 STREET,34,1003168,249240
563 WEST 207 STREET,34,1006292,254906
564 WEST 170 STREET,33,1001367,246025
564 WEST 189 STREET,34,1003825,250401
565 AMSTERDAM AVENUE,24,991349,226571
565 BROADWAY,1,984808,203054
565 COLUMBUS AVENUE,24,992140,226144
565 WEST 159 STREET,33,1000084,243431
565 WEST 162 STREET,33,1000440,244125
565 WEST 170 STREET,33,1001390,246019
565 WEST 174 STREET,Unspecified,1001898,246939
565 WEST 188 STREET,34,1003701,250179
567 3 AVENUE,17,990740,211733
567 COLUMBUS AVENUE,24,992149,226160
567 WEST 125 STREET,26,995899,236305
567 WEST 149 STREET,30,998794,241127
567 WEST 149 STREET,30,998794,241127
567 WEST 186 STREET,34,1003401,249724
567 WEST 186 STREET,Unspecified,Unknown,Unknown
568 WEST 184 STREET,34,1003138,249250
568 WEST 185 STREET,34,1003259,249469
568 WEST 192 STREET,34,1004109,251135
569 2 AVENUE,17,990608,210002
569 COLUMBUS AVENUE,24,992158,226176
569 WEST 159 STREET,Unspecified,Unknown,Unknown
569 WEST 171 STREET,33,1001492,246265
57 1 AVENUE,Unspecified,987783,203384
57 ALLEN STREET,5,986597,200483
57 AVENUE D,9,990508,202248
57 AVENUE D,9,990508,202248
57 CROSBY STREET,5,984666,202334
57 DIVISION STREET,5,985571,199468
57 WADSWORTH AVENUE,33,1001566,247675
57 WEST 76 STREET,20,991001,223260
570 RIVERSIDE DRIVE,26,995113,237053
570 WEST 172 STREET,Unspecified,Unknown,Unknown
570 WEST 189 STREET,34,1003793,250418
570 WEST 189 STREET,34,1003793,250418
570 WEST 193 STREET,34,1004228,251368
570 WEST 193 STREET,Unspecified,1004228,251368
570 WEST 204 STREET,Unspecified,Unknown,Unknown
571 11 AVENUE,18,984869,216748
571 WEST 139 STREET,30,997372,238899
571 WEST 183 STREET,34,1003005,249050
572 WEST 161 STREET,33,1000289,243903
572 WEST 173 STREET,33,1001724,246719
573 10 AVENUE,10,985482,215996
573 9 AVENUE,10,986237,215501
573 WEST 183 STREET,Unspecified,Unknown,Unknown
573 WEST SIDE HIGHWAY,6,981736,209041
574 9 AVENUE,14,986250,215513
574 ST NICHOLAS AVENUE,32,998982,237938
575 WEST 155 STREET,33,999516,242533
575 WEST END AVENUE,24,990613,227111
576 6 AVENUE,13,985430,208460
576 WEST 183 STREET,34,1002983,249056
577 ISHAM STREET,34,1006416,255631
579 WEST 161 STREET,33,1000260,243927
58 AVENUE A,9,988474,203178
58 BOWERY,5,985312,200161
58 EAST 118 STREET,25,999950,231118
58 ELIZABETH STREET,5,985216,200600
58 KENMARE STREET,5,985381,201935
58 MULBERRY STREET,5,984391,199956
58 WEST 125 STREET,28,999748,233347
58 WEST 129 STREET,32,1000261,234275
582 ST NICHOLAS AVENUE,32,999025,238062
582 ST NICHOLAS AVENUE,32,999025,238062
582 WEST 153 STREET,30,999209,242079
582 WEST 153 STREET,Unspecified,999209,242079
582 WEST 207 STREET,34,1006173,255136
586 WEST 177 STREET,33,1002177,247702
587 6 AVENUE,13,985471,208545
587 RIVERSIDE DRIVE,30,996156,238588
59 CANAL STREET,7,986447,199757
59 EAST 126 STREET,25,1000967,232999
59 EAST 126 STREET,25,1000967,232999
59 GRAND STREET,1,983295,202400
59 JANE STREET,6,982663,208203
59 SPRING STREET,5,985112,202399
59 ST NICHOLAS AVENUE,28,997394,231038
59 WEST 31 STREET,14,987428,211662
59 WEST 31 STREET,14,987428,211662
590 AMSTERDAM AVENUE,24,991501,226860
590 WEST 172 STREET,Unspecified,Unknown,Unknown
590 WEST 174 STREET,33,1001766,247006
590 WEST 187 STREET,34,1003434,250023
592 AMSTERDAM AVENUE,24,991510,226876
593 ACADEMY STREET,34,1005391,254106
594 FT WASHINGTON AVENUE,34,1001678,250678
595 ACADEMY STREET,34,1005382,254124
595 WEST 207 STREET,34,1006127,255243
599 WEST 176 STREET,33,1001995,247513
599 WEST 204 STREET,34,1005893,254400
6 BEACH STREET,1,982598,201659
6 DELANCY STREET,5,986021,201664
6 EAST 125 STREET,25,1000333,233023
6 EAST 17 STREET,13,986535,208046
6 EAST 17 STREET,13,986535,208046
6 RIVINGTON STREET,5,986156,202146
6 ST NICHOLAS PLACE,30,1000132,240567
6 ST NICHOLAS PLACE,30,1000132,240567
6 WEST 125 STREET,28,1000077,233165
60 CLINTON STREET,7,988452,201413
60 EAST 4 STREET,9,986800,204055
60 ELDRIDGE STREET,5,986212,200229
60 WALL STREET,1,981863,196460
60 WEST 116 STREET,28,998432,231337
60 WOOSTER STREET,1,983717,202760
600 EAST 12 STREET,9,990168,204488
600 WEST 133 STREET,26,996277,237669
600 WEST 138 STREET,30,996963,238821
600 WEST 139 STREET,30,997085,239051
600 WEST 150 STREET,30,998513,241571
600 WEST 150 STREET,30,998513,241571
600 WEST 162 STREET,33,1000051,244333
600 WEST 178 STREET,33,1002133,248024
600 WEST 183 STREET,34,1002771,249172
600 WEST 190 STREET,34,1003660,250777
600 WEST 190 STREET,34,1003660,250777
600 WEST 190 STREET,Unspecified,Unknown,Unknown
600 WEST 196 STREET,34,1003891,252894
600 WEST 204 STREET,Unspecified,Unknown,Unknown
601 WASHINGTON STREET,6,981745,205433
601 WEST 139 STREET,30,997088,239056
601 WEST 162 STREET,33,1000053,244338
601 WEST 174 STREET,33,1001620,247094
601 WEST 176 STREET,Unspecified,Unknown,Unknown
601 WEST 188 STREET,34,1003416,250337
602 WEST 157 STREET,33,999295,243269
602 WEST 180 STREET,34,1002377,248495
603 2 AVENUE,17,990821,210409
603 ISHAM STREET,34,1006314,255841
603 ISHAM STREET,Unspecified,Unknown,Unknown
603 WEST 161 STREET,33,999919,244116
603 WEST 185 STREET,34,1003000,249620
604 9 AVENUE,14,986459,215889
604 WEST 158 STREET,33,999495,243447
605 WEST 141 STREET,30,997328,239516
605 WEST 161 STREET,33,999904,244124
606 WEST 131 STREET,26,995993,237230
608 WEST 139 STREET,30,997053,239068
608 WEST 139 STREET,30,997053,239068
608 WEST 139 STREET,30,997053,239068
608 WEST 176 STREET,33,1001829,247598
608 WEST 192 STREET,34,1003913,251245
609 8 AVENUE,14,986763,214594
609 WEST 161 STREET,33,999875,244140
609 WEST 186 STREET,34,1003133,249872
609 WEST 191 STREET,34,1003775,251030
609 WEST 196 STREET,34,1003857,252884
61 1 AVENUE,9,987807,203429
61 BANK STREET,6,983056,207699
61 DELANCEY STREET,5,986765,201362
61 SPRING STREET,5,985084,202414
61 WEST 23 STREET,13,986623,209733
61 WEST 37 STREET,14,988397,212936
610 WEST 196 STREET,34,1003852,252875
611 WEST 112 STREET,26,993611,232795
611 WEST 141 STREET,30,997305,239529
611 WEST 171 STREET,33,1001153,246454
611 WEST 176 STREET,33,1001819,247610
611 WEST 177 STREET,33,1001946,247837
611 WEST 177 STREET,33,1001946,247837
611 WEST 177 STREET,33,1001946,247837
611 WEST 180 STREET,Unspecified,Unknown,Unknown
611 WEST 181 STREET,34,1002482,248775
612 WEST 138 STREET,30,996918,238846
612 WEST 180 STREET,Unspecified,Unknown,Unknown
614 WEST 153 STREET,30,998755,242329
614 WEST 157 STREET,33,999258,243291
615 1/2 HUDSON STREET,6,982682,208079
615 WEST 173 STREET,33,1001324,246945
615 WEST 176 STREET,Unspecified,1001792,247625
615 WEST 179 STREET,34,1002175,248315
615 WEST 59 STREET,20,986705,220505
616 8 AVENUE,14,986793,214637
616 WEST 207 STREET,34,1006017,255454
617 LENOX AVENUE,32,1001361,237225
617 WEST 207 STREET,Unspecified,Unknown,Unknown
617 WEST 46 STREET,18,985084,217481
618 AMSTERDAM AVENUE,24,991664,227152
618 WEST 148 STREET,Unspecified,Unknown,Unknown
618 WEST 169 STREET,33,1000828,246042
619 WEST 46 STREET,18,985076,217486
61A WALKER STREET,1,983397,201178
62 EAST 125 STREET,25,1000842,232742
62 EAST 125 STREET,25,1000842,232742
62 EAST 125 STREET,Unspecified,Unknown,Unknown
62 EAST 7 STREET,9,987802,204351
62 HESTER STREET,7,986738,200108
62 WOOSTER STREET,1,983728,202778
620 WEST 171 STREET,Unspecified,Unknown,Unknown
620 WEST 172 STREET,Unspecified,Unknown,Unknown
620 WEST 189 STREET,34,1003436,250616
621 WEST 135 STREET,30,996463,238191
621 WEST 189 STREET,34,1003434,250624
623 WEST 185 STREET,34,1002860,249697
624 WEST 207 STREET,34,1005977,255535
625 WEST 152 STREET,30,998657,242094
625 WEST 152 STREET,30,998657,242094
626 RIVERSIDE DRIVE,30,996692,239273
627 GREENWICH STREET,6,982015,205532
627 GREENWICH STREET,Unspecified,982015,205532
627 WEST 59 STREET,20,986640,220541
628 10 AVENUE,18,985847,216642
628 WEST 45 STREET,18,984905,217275
629 EAST 5 STREET,9,989563,202824
63 HAMILTON TERRACE,30,999134,239181
630 FT WASHINGTON AVENUE,Unspecified,Unknown,Unknown
630 WEST 207 STREET,34,1005948,255597
631 WEST 142 STREET,30,997375,239790
632 WEST 160 STREET,33,999457,244065
632 WEST 185 STREET,34,1002811,249717
634 WEST 147 STREET,30,998066,240930
634 WEST 207 STREET,34,1005928,255638
635 WEST 174 STREET,33,1001119,247353
637 EAST 6 STREET,9,989607,203086
637 WEST 50 STREET,18,985509,218438
638 EAST 6 STREET,9,989614,203076
639 WEST 142 STREET,Unspecified,Unknown,Unknown
64 MACDOUGAL STREET,1,983603,204434
640 WEST 134 STREET,30,995856,238200
640 WEST 134 STREET,30,995856,238200
640 WEST 134 STREET,30,995856,238200
640 WEST 207 STREET,34,1005869,255759
640 WEST 26 STREET,10,982423,212953
641 LENOX AVENUE,32,1001526,237527
641 WEST 50 STREET,18,985493,218447
642 EAST 11 STREET,9,990235,204146
642 EAST 11 STREET,9,990235,204146
642 WEST 138 STREET,30,996803,238910
644 WEST 173 STREET,Unspecified,Unknown,Unknown
645 WEST 207 STREET,34,1005849,255813
646 WEST 158 STREET,33,998923,243765
647 ACADEMY STREET,34,1005073,254759
647 WEST 130 STREET,26,995677,237117
647 WEST 207 STREET,34,1005838,255836
648 WEST 158 STREET,33,998903,243777
649 WEST 158 STREET,33,998940,243763
65 EAST 4 STREET,9,986859,204030
65 LENOX AVENUE,28,997833,230859
65 LUDLOW STREET,7,987074,200593
65 LUDLOW STREET,7,987074,200593
65 READE STREET,1,982415,199771
65 RIVINGTON STREET,5,986980,201813
65 ST NICHOLAS AVENUE,28,997390,231119
65 WEST 106 STREET,24,994742,230350
650 9 AVENUE,18,986746,216408
650 WEST 173 STREET,Unspecified,Unknown,Unknown
651 WEST 188 STREET,34,1003083,250522
652 EAST 6 STREET,Unspecified,Unknown,Unknown
652 WEST 160 STREET,33,999337,244129
652 WEST 160 STREET,33,999337,244129
655 WEST 190 STREET,34,1003313,250977
655 WEST 190 STREET,34,1003313,250977
656 AMSTERDAM AVENUE,24,991955,227678
656 WEST 162 STREET,33,999514,244631
656 WEST 178 STREET,33,1001717,248252
657 2 AVENUE,17,991154,211025
657 5 AVENUE,18,990852,216141
657 AMSTERDAM AVENUE,Unspecified,Unknown,Unknown
658 8 AVENUE,14,987061,215120
658 9 AVENUE,18,986783,216473
66 9 AVENUE,10,982896,209458
66 JANE STREET,6,982493,208198
66 MERCER STREET,1,984117,202457
66 OVERLOOK TERRACE,34,1001992,250863
66 WEST 116 STREET,28,998396,231357
66 WEST 116 STREET,28,998396,231357
66 WEST 125 STREET,28,999697,233375
66 WEST 84 STREET,20,991990,225167
660 WEST 180 STREET,Unspecified,Unknown,Unknown
660 WEST 190 STREET,34,1003302,250976
661 FIRST AVENUE,17,992082,211146
662 WEST 184 STREET,34,1002472,249615
664 WEST 163 STREET,33,999572,244894
665 WEST 182 STREET,34,1002265,249168
666 WEST 162 STREET,33,999465,244658
67 ELDRIDGE STREET,5,986270,200395
67 ELDRIDGE STREET,Unspecified,986270,200395
67 MACOMBS PLACE,32,1001634,240568
67 READE STREET,1,982396,199782
67 ST NICHOLAS AVENUE,28,997389,231146
67 WEST 125 STREET,28,999696,233382
67 WEST 125 STREET,Unspecified,Unknown,Unknown
670 ACADEMY STREET,34,1004923,255052
670 ACADEMY STREET,34,1004923,255052
671 WEST 187 STREET,34,1002807,250371
674 ACADEMY STREET,34,1004908,255083
674 WEST 163 STREET,33,999519,244923
676 BROADWAY,9,985635,204328
677 WEST 204 STREET,34,1005429,255351
679 8 AVENUE,Unspecified,987192,215367
68 2 AVENUE,Unspecified,987154,203793
68 FORSYTH STREET,5,986050,200534
68 FORSYTH STREET,5,986050,200534
68 FORSYTHE STREET,5,986050,200534
68 HENRY STREET,5,985834,199052
68 HENRY STREET,5,985834,199052
68 HENRY STREET,5,985834,199052
68 HENRY STREET,Unspecified,985834,199052
68 THAYER STREET,34,1004359,253994
68 THAYER STREET,34,1004359,253994
685 LENOX AVENUE,32,1001780,237981
685 LENOX AVENUE,32,1001780,237981
685 LENOX AVENUE,Unspecified,Unknown,Unknown
69 BEDFORD STREET,6,982926,205688
69 COOPER SQUARE,9,986990,204957
69 ELDRIDGE STREET,5,986278,200415
69 WEST 107 STREET,24,994856,230608
693 BROADWAY,6,985792,204583
694 8 AVENUE,14,987314,215576
7 2 AVENUE,9,986722,203029
7 DELANCY STREET,5,986063,201640
7 EAST 33 STREET,Unspecified,988540,211634
7 EAST 38 STREET,14,989221,212773
7 HAMILTON PLACE,30,997001,238425
7 HARRISON STREET,1,981619,201118
7 HARRISON STREET,1,981619,201118
7 HARRISON STREET,Unspecified,981619,201118
7 LUDLOW STREET,7,986745,199754
7 NORTH MOORE STREET,1,982496,201497
7 SHERMAN AVENUE,34,1003851,253481
70 FORSYTH STREET,5,986058,200556
70 FORSYTH STREET,5,986058,200556
70 FORSYTHE STREET,5,986058,200556
70 MULBERRY STREET,5,984471,200168
70 PARK TERRACE EAST,34,1007400,256483
70 PRINCE STREET,5,985113,202993
70 SHERMAN AVENUE,Unspecified,1004519,253817
70 WALKER STREET,5,983611,201057
70 WEST 106 STREET,24,994738,230346
70 WEST 116 STREET,28,998372,231371
70 WEST 125 STREET,28,999672,233389
70 WHITE STREET,5,983435,200858
70 WOOSTER STREET,1,983773,202848
70 WOOSTER STREET,1,983773,202848
70 WOOSTER STREET,1,983773,202848
700 RIVERSIDE DRIVE,30,997872,241085
700 WEST 134 STREET,30,995745,238266
701 LENOX AVENUE,32,1001918,238229
701 ST NICHOLAS AVENUE,30,999565,239553
701 ST NICHOLAS AVENUE,Unspecified,999565,239553
701 WEST 135 STREET,30,996125,238382
701 WEST 179 STREET,34,1001582,248597
702 AMSTERDAM AVENUE,24,992209,228135
708 AMSTERDAM AVENUE,24,992242,228195
708 AMSTERDAM AVENUE,24,992242,228195
708 WEST 177 STREET,33,1001307,248090
709 ESPLANADE GDNS PLAZA,32,1001960,238305
709 WEST 176 STREET,33,1001251,247861
71 ARDEN STREET,34,1004186,253770
71 EAST 97 STREET,23,997262,226237
710 9 AVENUE,18,987125,217092
711 8 AVENUE,14,987420,215782
711 WASHINGTON STREET,6,981925,207124
712 9 AVENUE,18,987136,217112
713 WASHINGTON STREET,6,981927,207150
714 AMSTERDAM AVENUE,24,992275,228255
715 WEST 172 STREET,33,1000498,247101
715 WEST 179 STREET,34,1001523,248612
716 LEXINGTON AVENUE,18,992895,216680
717 WEST 177 STREET,33,1001285,248102
718 WEST 178 STREET,33,1001271,248428
719 EAST 6 STREET,9,990179,202770
71B ELDRIDGE STREET,5,986285,200435
72 AVENUE A,9,988558,203330
72 FORSYTH STREET,Unspecified,986067,200577
72 MOTT STREET,5,984784,200241
72 MOTT STREET,5,984784,200241
72 PRINCE STREET,5,985059,203023
72 WEST 106 STREET,24,994727,230352
72 WEST 106 STREET,24,994727,230352
72 WEST 106 STREET,24,994727,230352
72 WEST 125 STREET,28,999660,233396
72 WEST 88 STREET,24,992485,226142
72 WOOSTER STREET,1,983784,202865
72 WOOSTER STREET,1,983784,202865
720 WEST 172 STREET,33,1000466,247112
721 ST NICHOLAS AVENUE,30,999651,239709
721 ST NICHOLAS AVENUE,30,999651,239709
722 AMSTERDAM AVENUE,24,992349,228388
723 ST NICHOLAS AVENUE,30,999690,239780
724 AMSTERDAM AVENUE,24,992361,228409
728 MAIN STREET,114,999298,218473
729 BROADWAY,6,986133,205111
73 4 AVENUE,9,986911,205665
73 EAST 10 STREET,9,986970,205677
73 ELIZABETH STREET,5,985303,200796
73 LEONARD STREET,1,982802,200656
73 LEONARD STREET,1,982802,200656
73 WOOSTER STREET,1,983784,202877
730 COLUMBUS AVENUE,24,993192,228053
736 WEST 181 STREET,34,1001533,249210
736 WEST 181 STREET,34,1001533,249210
738 EAST 6 STREET,9,990271,202713
739 WEST 186 STREET,Unspecified,Unknown,Unknown
74 EAST 116 STREET,25,999748,230609
74 EAST END AVENUE,19,999121,220850
74 FORSYTH STREET,Unspecified,986075,200599
74 WEST 108 STREET,24,994955,230847
74 WEST 125 STREET,28,999647,233403
74 WOOSTER STREET,1,983795,202883
74 WOOSTER STREET,1,983795,202883
740 WEST 187 STREET,34,1002078,250698
741 SAINT NICHLAS AVENUE,30,999816,240009
742 9 AVENUE,18,987333,217468
742 ST NICHOLAS AVENUE,30,999822,240006
746 EAST 9 STREET,9,990861,203236
747 ST NICHOLAS AVENUE,30,999854,240077
748 EAST 9 STREET,9,990879,203226
75 ESSEX STREET,7,987406,200782
75 LEONARD STREET,1,982822,200644
75 PARK PLACE,1,981096,199491
75 ST NICHOLAS PLACE,30,1000618,241461
75 SULLIVAN STREET,Unspecified,983193,203309
75 WEST 115 STREET,28,998344,231062
75 WEST 115 STREET,28,998344,231062
75 WEST 68 STREET,20,989861,221439
75 WEST HOUSTON STREET,1,984375,204049
750 COLUMBUS AVENUE,24,993324,228291
750 ST NICHOLAS AVENUE,30,999880,240112
750 ST NICHOLAS AVENUE,Unspecified,Unknown,Unknown
752 ST NICHOLAS AVENUE,30,999895,240138
754 WEST 181 STREET,34,1001483,249229
756 WEST 181 STREET,34,1001478,249231
76 AVENUE B,9,989232,203042
76 EAST 1 STREET,9,987549,202731
76 EDGECOMB AVENUE,32,999088,237727
76 EDGECOMBE AVENUE,32,999088,237727
76 MADISON STREET,5,985293,198724
76 WADSWORTH AVENUE,33,1001669,247873
76 WAVERLY PLACE,Unspecified,Unknown,Unknown
76 WEST 86 STREET,20,992198,225679
76 WOOSTER STREET,1,983807,202900
76 WOOSTER STREET,1,983807,202900
76 WOOSTER STREET,1,983807,202900
76 WOOSTER STREET,1,983807,202900
76 WOOSTER STREET,1,983807,202900
76 WOOSTER STREET,Unspecified,983807,202900
762 AMSTERDAM AVENUE,24,992649,228931
764 9 AVENUE,18,987470,217713
765 RIVERSIDE DRIVE,33,998530,243197
766 WEST 181 STREET,34,1001450,249241
77 CHRISTOPHER STREET,6,983312,206526
77 CHRYSTIE STREET,5,985833,200592
77 COOPER STREET,34,1005738,255624
77 COOPER STREET,Unspecified,Unknown,Unknown
77 EAST 115 STREET,Unspecified,Unknown,Unknown
77 EAST 7 STREET,9,987973,204263
77 LENOX AVENUE,28,997886,230955
77 LUDLOW STREET,7,987135,200750
77 MULBERRY STREET,5,984499,200240
78 CATHARINE STREET,5,985178,198269
78 CLINTON STREET,Unspecified,988350,201154
78 EAST 127 STREET,25,1001181,233172
78 EAST 127 STREET,25,1001181,233172
78 FORSYTH STREET,Unspecified,986092,200642
78 MANHATTAN AVENUE,24,994585,229646
78 NAGLE AVENUE,34,1004129,252737
78 RIVERSIDE DRIVE,20,989210,225454
78 WALKER STREET,5,983779,200958
78 WALKER STREET,5,983779,200958
78 WEST 131 STREET,32,1000386,234800
79 AUDUBON AVENUE,33,1001462,245775
79 AUDUBON AVENUE,33,1001462,245775
79 CLINTON STREET,7,988347,201162
79 ELIZABETH STREET,5,985326,200845
79 MADISON STREET,5,985308,198732
79 WADSWORTH TERRACE,34,1003430,251487
79 WADSWORTH TERRACE,34,1003430,251487
790 AMSTERDAM AVENUE,24,992788,229182
795 6 AVENUE,13,986769,210889
8 AVENUE B,9,988785,202233
8 CROSBY STREET,5,984156,201554
8 DOYERS STREET,5,984782,199557
8 EAST 1 STREET,9,986508,203311
8 ELDRIDGE STREET,Unspecified,985977,199632
8 HENRY STREET,5,984945,198954
8 LUDLOW STREET,7,986759,199772
8 LUDLOW STREET,7,986759,199772
8 LUDLOW STREET,7,986759,199772
8 PELL STREET,5,984949,199665
8 RIVINGTON STREET,5,986194,202131
80 2 AVENUE,Unspecified,987250,203963
80 FORSYTH STREET,5,986100,200663
80 HENRY STREET,5,985963,199067
80 HENRY STREET,5,985963,199067
80 HENRY STREET,5,985963,199067
80 NAGLE AVENUE,34,1004147,252746
80 WEST 125 STREET,28,999609,233424
800 LEXINGTON AVENUE,19,993411,217613
800 ST NICHOLAS AVENUE,30,1000099,240743
800 WEST 181 STREET,34,1001283,249304
801 BROADWAY,6,986671,206170
801 ST NICHOLAS AVENUE,30,1000094,240745
801 WEST 181 STREET,34,1001286,249310
801 WEST 181 STREET,34,1001286,249310
801 WEST 181 STREET,34,1001286,249310
801 WEST 181 STREET,34,1001286,249310
801 WEST 181 STREET,34,1001286,249310
801 WEST 181 STREET,34,1001286,249310
801 WEST 181 STREET,34,1001286,249310
807 GREENWICH STREET,6,982459,208169
809 6 AVENUE,13,986845,211027
809 GREENWICH STREET,6,982460,208235
809 WEST 177 STREET,Unspecified,Unknown,Unknown
81 1 AVENUE,9,987942,203667
81 AUDUBON AVENUE,33,1001471,245790
81 HESTER STREET,7,986640,200154
81 LUDLOW STREET,7,987183,200871
81 WADSWORTH AVENUE,33,1001741,247992
81 WADSWORTH TERRACE,34,1003448,251502
81 WADSWORTH TERRACE,34,1003448,251502
81 WADSWORTH TERRACE,Unspecified,Unknown,Unknown
81 WEST 124 STREET,28,999391,233229
810 WEST 183 STREET,34,1001393,249750
811 RIVERSIDE DRIVE,33,999234,243530
811 RIVERSIDE DRIVE,33,999234,243530
812 WEST 181 STREET,34,1001173,249345
815 WEST 181 STREET,34,1001142,249363
815 WEST 181 STREET,34,1001142,249363
818 10 AVENUE,18,987081,218870
82 NAGLE AVENUE,34,1004164,252754
82 WADSWORTH AVENUE,Unspecified,Unknown,Unknown
82 WEST 105 STREET,24,994539,230134
820 WEST 180 STREET,Unspecified,Unknown,Unknown
821 9 AVENUE,18,987850,218413
825 WEST 179 STREET,34,1000818,248807
826 6 AVENUE,13,986951,211206
827 BROADWAY,6,986731,206532
83 MERCER STREET,1,984247,202671
83 THOMPSON STREET,1,983468,203289
83 WADSWORTH TERRACE,34,1003466,251517
83 WEST 115 STREET,28,998294,231090
830 ST NICHOLAS AVENUE,30,1000214,241108
837 WASHINGTON STREET,6,982084,209044
838 WEST END AVENUE,24,992296,230138
839 RIVERSIDE DRIVE,33,999023,243993
84 2 AVENUE,9,987275,204006
84 EAST 2 STREET,9,987489,203073
84 ELDRIDGE STREET,5,986336,200550
84 MADISON STREET,5,985365,198733
84 MADISON STREET,Unspecified,985365,198733
84 MERCER STREET,1,984248,202662
84 MERCER STREET,1,984248,202662
